"utterance","episode_name","season","episode_number","character"
"That left me an orphan and folks were at their wits' end,","Chapter Three The Pollywog","2","3",NA
"so Mrs. Thomas said to me, what to do with me.","Chapter Three The Pollywog","2","3",NA
"You see, nobody wanted me even then.","Chapter Three The Pollywog","2","3",NA
"It seems to be my fate.""","Chapter Three The Pollywog","2","3",NA
"[WOMAN] Is your mom here?","Chapter Three The Pollywog","2","3",NA
"Sweetie?","Chapter Three The Pollywog","2","3",NA
"School.","Chapter Three The Pollywog","2","3",NA
"Where is school?","Chapter Three The Pollywog","2","3",NA
"The school? It's, uh... it's about a mile that way.","Chapter Three The Pollywog","2","3",NA
"At least.","Chapter Three The Pollywog","2","3",NA
"Where are your parents?","Chapter Three The Pollywog","2","3",NA
"[METAL SQUEAKING]","Chapter Three The Pollywog","2","3","Scene Description"
"[GIRL] Look, Mommy, look.","Chapter Three The Pollywog","2","3",NA
"[PHONE RINGING]","Chapter Three The Pollywog","2","3","Scene Description"
"RadioShack, Bob Newby speaking. How can I help ya?","Chapter Three The Pollywog","2","3",NA
"Bob, it's Joyce.","Chapter Three The Pollywog","2","3",NA
"Hey, Joyce, how ya doing?","Chapter Three The Pollywog","2","3",NA
"Hey, um... I'm trying to watch your video thingy,","Chapter Three The Pollywog","2","3",NA
"and the tape, it's... it's tiny. It's like it's shrunk.","Chapter Three The Pollywog","2","3",NA
"[CHUCKLES] That's 'cause it's a VHS-C, not a VHS.","Chapter Three The Pollywog","2","3",NA
"You gotta find the RF-P1U with coaxial cable","Chapter Three The Pollywog","2","3",NA
"so you can connect the video ins and outs.","Chapter Three The Pollywog","2","3",NA
"Bob, English.","Chapter Three The Pollywog","2","3",NA
"Right. Sorry. Um...","Chapter Three The Pollywog","2","3",NA
"No, yeah, I did the coaxial things in the back, so I...","Chapter Three The Pollywog","2","3",NA
"This one just goes into the camera itself?","Chapter Three The Pollywog","2","3",NA
"Yeah. Yeah, exactly.","Chapter Three The Pollywog","2","3",NA
"It's blue. I think it's working.","Chapter Three The Pollywog","2","3",NA
"I was thinking maybe tonight...","Chapter Three The Pollywog","2","3",NA
"[DIAL TONE]","Chapter Three The Pollywog","2","3","Scene Description"
"Joyce?","Chapter Three The Pollywog","2","3",NA
"So you hit T to zoom in, and W zooms back out.","Chapter Three The Pollywog","2","3",NA
"See? Easy-peasy.","Chapter Three The Pollywog","2","3",NA
"[BOY 1] Watch it, zombie boy.","Chapter Three The Pollywog","2","3",NA
"[BOY 2] Trick or treat, freak.","Chapter Three The Pollywog","2","3",NA
"Boo!","Chapter Three The Pollywog","2","3",NA
"[BOYS LAUGHING]","Chapter Three The Pollywog","2","3","Scene Description"
"Loser.","Chapter Three The Pollywog","2","3",NA
"[WILL] Mike! Mike!","Chapter Three The Pollywog","2","3",NA
"[RINGING]","Chapter Three The Pollywog","2","3","Scene Description"
"Will, you coming? Let's go show Mr. Clarke.","Chapter Three The Pollywog","2","3",NA
"What?","Chapter Three The Pollywog","2","3",NA
"What?","Chapter Three The Pollywog","2","3",NA
"It's about d'Artagnan.","Chapter Three The Pollywog","2","3",NA
"This is the reason I was late for class.","Chapter Three The Pollywog","2","3",NA
"Pretty neat. These doors function?","Chapter Three The Pollywog","2","3",NA
"Well, yeah, obviously. But it's not about the trap.","Chapter Three The Pollywog","2","3",NA
"It's what's inside.","Chapter Three The Pollywog","2","3",NA
"Now, this very well may change your perception of the world.","Chapter Three The Pollywog","2","3",NA
"Consider my interest piqued.","Chapter Three The Pollywog","2","3",NA
"All right, first, let's just clarify that...","Chapter Three The Pollywog","2","3",NA
"this is my discovery, not yours.","Chapter Three The Pollywog","2","3",NA
"Dustin, Jesus! Just show him!","Chapter Three The Pollywog","2","3",NA
"I'm just trying to clarify...","Chapter Three The Pollywog","2","3",NA
"Dustin!","Chapter Three The Pollywog","2","3",NA
"Okay, fine.","Chapter Three The Pollywog","2","3",NA
"[DOOR OPENS]","Chapter Three The Pollywog","2","3","Scene Description"
"[MIKE] Stop!","Chapter Three The Pollywog","2","3",NA
"I'm sorry, Mr. Clarke. It was just a stupid prank.","Chapter Three The Pollywog","2","3",NA
"What are you doing?","Chapter Three The Pollywog","2","3",NA
"I told him to stop. We need to go.","Chapter Three The Pollywog","2","3",NA
"[DUSTIN] Mike!","Chapter Three The Pollywog","2","3",NA
"Right now. Right now!","Chapter Three The Pollywog","2","3",NA
"So, your sister coming or what?","Chapter Three The Pollywog","2","3",NA
"Screw it. That little shit can skate home.","Chapter Three The Pollywog","2","3",NA
"And don't call her that.","Chapter Three The Pollywog","2","3",NA
"What?","Chapter Three The Pollywog","2","3",NA
"Sister. She's not my sister.","Chapter Three The Pollywog","2","3",NA
"[ROCK MUSIC PLAYING LOUDLY]","Chapter Three The Pollywog","2","3","Scene Description"
"[BANGING ON DOOR]","Chapter Three The Pollywog","2","3","Scene Description"
"Hello? Hello?","Chapter Three The Pollywog","2","3",NA
"Guys, come on. Can I come in yet?","Chapter Three The Pollywog","2","3",NA
"[MIKE] No!","Chapter Three The Pollywog","2","3",NA
"I don't understand.","Chapter Three The Pollywog","2","3",NA
"What do you not understand?","Chapter Three The Pollywog","2","3",NA
"Will saw something that looked like Dart last year?","Chapter Three The Pollywog","2","3",NA
"Kind of, but there was no tail.","Chapter Three The Pollywog","2","3",NA
"But then he heard it yesterday. The exact same sound.","Chapter Three The Pollywog","2","3",NA
"Why didn't you tell us before?","Chapter Three The Pollywog","2","3",NA
"I wasn't sure.","Chapter Three The Pollywog","2","3",NA
"A coincidence.","Chapter Three The Pollywog","2","3",NA
"[MIKE] Or not.","Chapter Three The Pollywog","2","3",NA
"What if when Will was stuck in the Upside Down,","Chapter Three The Pollywog","2","3",NA
"he somehow acquired True Sight?","Chapter Three The Pollywog","2","3",NA
"True Sight?","Chapter Three The Pollywog","2","3",NA
"It gives you the power to see into the ethereal plane.","Chapter Three The Pollywog","2","3",NA
"[SIGHS] Elaborate.","Chapter Three The Pollywog","2","3",NA
"Maybe these episodes that Will keeps having aren't really flashbacks at all.","Chapter Three The Pollywog","2","3",NA
"Maybe they're real.","Chapter Three The Pollywog","2","3",NA
"Maybe Will can somehow see into the Upside Down.","Chapter Three The Pollywog","2","3",NA
"So that would mean...","Chapter Three The Pollywog","2","3",NA
"Dart is from the Upside Down.","Chapter Three The Pollywog","2","3",NA
"[SIGHS] We have to take him to Hopper.","Chapter Three The Pollywog","2","3",NA
"I agree.","Chapter Three The Pollywog","2","3",NA
"No way. If we take him to Hopper, Dart's good as dead.","Chapter Three The Pollywog","2","3",NA
"Maybe he should be.","Chapter Three The Pollywog","2","3",NA
"How can you say that?","Chapter Three The Pollywog","2","3",NA
"How can you not? He's from the Upside Down.","Chapter Three The Pollywog","2","3",NA
"Maybe. But even if he is, it doesn't automatically mean that he's bad.","Chapter Three The Pollywog","2","3",NA
"That's like saying just because someone's from the Death Star","Chapter Three The Pollywog","2","3",NA
"doesn't make them bad.","Chapter Three The Pollywog","2","3",NA
"We have a bond.","Chapter Three The Pollywog","2","3",NA
"A bond? Just because he likes nougat?","Chapter Three The Pollywog","2","3",NA
"No, because he trusts me!","Chapter Three The Pollywog","2","3",NA
"He trusts you?","Chapter Three The Pollywog","2","3",NA
"Yes, I promised I would take care of him.","Chapter Three The Pollywog","2","3",NA
"[DART SCREECHING]","Chapter Three The Pollywog","2","3","Scene Description"
"Guys, what's going on? Come on.","Chapter Three The Pollywog","2","3",NA
"Don't hurt him.","Chapter Three The Pollywog","2","3",NA
"Only if he attacks.","Chapter Three The Pollywog","2","3",NA
"Just open it already.","Chapter Three The Pollywog","2","3",NA
"Holy shit!","Chapter Three The Pollywog","2","3",NA
"Oh, shit!","Chapter Three The Pollywog","2","3",NA
"No!","Chapter Three The Pollywog","2","3",NA
"[MAX] What the...","Chapter Three The Pollywog","2","3",NA
"Oh, shit!","Chapter Three The Pollywog","2","3",NA
"[LUCAS] Where'd he go?","Chapter Three The Pollywog","2","3",NA
"What was that?","Chapter Three The Pollywog","2","3",NA
"Dart!","Chapter Three The Pollywog","2","3",NA
"What?","Chapter Three The Pollywog","2","3",NA
"You let him escape!","Chapter Three The Pollywog","2","3",NA
"Why did you attack him?","Chapter Three The Pollywog","2","3",NA
"Come on.","Chapter Three The Pollywog","2","3",NA
"Don't hurt him. Don't you hurt him!","Chapter Three The Pollywog","2","3",NA
"Jonathan?","Chapter Three The Pollywog","2","3",NA
"Uh... Mrs. Wheeler.","Chapter Three The Pollywog","2","3",NA
"What a pleasant surprise.","Chapter Three The Pollywog","2","3",NA
"Yeah.","Chapter Three The Pollywog","2","3",NA
"Uh, we have a test tomorrow.","Chapter Three The Pollywog","2","3",NA
"Hmm.","Chapter Three The Pollywog","2","3",NA
"Oh, did you go shopping?","Chapter Three The Pollywog","2","3",NA
"Oh, uh, yeah. My Walkman broke.","Chapter Three The Pollywog","2","3",NA
"Aw!","Chapter Three The Pollywog","2","3",NA
"[JONATHAN] Bummer.","Chapter Three The Pollywog","2","3",NA
"Anyway, we should go. It's a really big test.","Chapter Three The Pollywog","2","3",NA
"Yeah.","Chapter Three The Pollywog","2","3",NA
"So...","Chapter Three The Pollywog","2","3",NA
"Stressful.","Chapter Three The Pollywog","2","3",NA
"Very.","Chapter Three The Pollywog","2","3",NA
"Bye, Mrs. Wheeler.","Chapter Three The Pollywog","2","3",NA
"Bye! It's good to see you.","Chapter Three The Pollywog","2","3",NA
"[SIGHS] Okay, are you sure about this?","Chapter Three The Pollywog","2","3",NA
"No.","Chapter Three The Pollywog","2","3",NA
"[PHONE RINGING]","Chapter Three The Pollywog","2","3","Scene Description"
"Hello. Marsha speaking.","Chapter Three The Pollywog","2","3",NA
"Hello?","Chapter Three The Pollywog","2","3",NA
"Hello?","Chapter Three The Pollywog","2","3",NA
"Mrs. Holland. Hi, it's, um... it's Nancy.","Chapter Three The Pollywog","2","3",NA
"Nancy?","Chapter Three The Pollywog","2","3",NA
"I, uh...","Chapter Three The Pollywog","2","3",NA
"I need to tell you something. Something about Barb.","Chapter Three The Pollywog","2","3",NA
"About that night. I, uh...","Chapter Three The Pollywog","2","3",NA
"I, uh... I haven't been honest with you.","Chapter Three The Pollywog","2","3",NA
"But I can't tell you here on the phone.","Chapter Three The Pollywog","2","3",NA
"Meet me tomorrow, Forrest Hills Park, 9:00 a.m.","Chapter Three The Pollywog","2","3",NA
"Don't tell anyone.","Chapter Three The Pollywog","2","3",NA
"And don't call me back here. It's dangerous.","Chapter Three The Pollywog","2","3",NA
"[MARSHA] Nancy, what is this?","Chapter Three The Pollywog","2","3",NA
"[NANCY] I just need you to trust me. Please.","Chapter Three The Pollywog","2","3",NA
"[OWENS] Well, you were right about these pumpkins.","Chapter Three The Pollywog","2","3",NA
"Some nasty stuff.","Chapter Three The Pollywog","2","3",NA
"[CHUCKLING] And the smell... Gee, mother of God.","Chapter Three The Pollywog","2","3",NA
"What exactly do you think is going on...","Chapter Three The Pollywog","2","3",NA
"Well, I told you what I think.","Chapter Three The Pollywog","2","3",NA
"But we'll run the tests, and we'll see what comes up.","Chapter Three The Pollywog","2","3",NA
"In the meantime, I just need you to keep the area clear for us.","Chapter Three The Pollywog","2","3",NA
"I don't think it'll be more than a day or two.","Chapter Three The Pollywog","2","3",NA
"What do you want me to tell people?","Chapter Three The Pollywog","2","3",NA
"I'm sure you'll figure something out.","Chapter Three The Pollywog","2","3",NA
"[POWELL ON RADIO] Hey, Chief, you copy?","Chapter Three The Pollywog","2","3",NA
"Yeah.","Chapter Three The Pollywog","2","3",NA
"Do you remember that Russian girl","Chapter Three The Pollywog","2","3",NA
"Murray was going on about the other day?","Chapter Three The Pollywog","2","3",NA
"Yeah, well, now I'm thinking he's not so crazy after all.","Chapter Three The Pollywog","2","3",NA
"Stay where you are. Do not move.","Chapter Three The Pollywog","2","3",NA
"East is clear. No sign of Dart.","Chapter Three The Pollywog","2","3",NA
"Where'd you go, you little bastard?","Chapter Three The Pollywog","2","3",NA
"West is clear, too. Will?","Chapter Three The Pollywog","2","3",NA
"South is clear. Lucas?","Chapter Three The Pollywog","2","3",NA
"Anything?","Chapter Three The Pollywog","2","3",NA
"Excuse me! Mr. Sinclair!","Chapter Three The Pollywog","2","3",NA
"[STAMMERING] Sorry, I was looking for study hall.","Chapter Three The Pollywog","2","3",NA
"Bye.","Chapter Three The Pollywog","2","3",NA
"Nothing here, man.","Chapter Three The Pollywog","2","3",NA
"[OBJECTS CLATTERING]","Chapter Three The Pollywog","2","3","Scene Description"
"[YELLS]","Chapter Three The Pollywog","2","3","Scene Description"
"What the hell are you doing?","Chapter Three The Pollywog","2","3",NA
"What are you doing?","Chapter Three The Pollywog","2","3",NA
"Why are you in here?","Chapter Three The Pollywog","2","3",NA
"Looking for Dart.","Chapter Three The Pollywog","2","3",NA
"This is the boys' room.","Chapter Three The Pollywog","2","3",NA
"Yeah, so?","Chapter Three The Pollywog","2","3",NA
"So you should go home.","Chapter Three The Pollywog","2","3",NA
"Why do you hate me so much?","Chapter Three The Pollywog","2","3",NA
"I don't hate you.","Chapter Three The Pollywog","2","3",NA
"How can I hate you? I don't know you.","Chapter Three The Pollywog","2","3",NA
"But you don't want me in your party.","Chapter Three The Pollywog","2","3",NA
"Correct.","Chapter Three The Pollywog","2","3",NA
"Why not?","Chapter Three The Pollywog","2","3",NA
"Because you're annoying. Also, we don't need another party member.","Chapter Three The Pollywog","2","3",NA
"I'm our paladin, Will's our cleric, Dustin's our bard, Lucas is our ranger,","Chapter Three The Pollywog","2","3",NA
"and El is our mage.","Chapter Three The Pollywog","2","3",NA
"El? Who's El?","Chapter Three The Pollywog","2","3",NA
"Someone. No one.","Chapter Three The Pollywog","2","3",NA
"Someone or no one?","Chapter Three The Pollywog","2","3",NA
"She was in our party a long time ago. She moved away, okay?","Chapter Three The Pollywog","2","3",NA
"She was a mage?","Chapter Three The Pollywog","2","3",NA
"Well, what could she do? Like, magic tricks or something?","Chapter Three The Pollywog","2","3",NA
"Well, I could be your zoomer.","Chapter Three The Pollywog","2","3",NA
